CODMUNRES,ano_nasc,Qtd_1parto,Qtd_Total
251615,2019,21,44
251620,2012,187,1006
251620,2013,265,940
251620,2014,231,978
251620,2015,253,974
251620,2016,219,883
251620,2017,414,924
251620,2018,457,1010
251620,2019,419,982
251630,2012,66,244
251630,2013,101,226
251630,2014,81,225
251630,2015,89,238
251630,2016,98,246
251630,2017,94,226
251630,2018,109,241
251630,2019,124,291
251640,2012,24,79
251640,2013,40,104
251640,2014,27,91
251640,2015,37,91
251640,2016,34,89
251640,2017,46,93
251640,2018,33,82
251640,2019,38,93
251650,2012,52,223
251650,2013,56,214
251650,2014,55,203
251650,2015,80,236
251650,2016,62,189
251650,2017,57,215
251650,2018,73,224
251650,2019,67,202
251660,2012,49,168
251660,2013,66,192
251660,2014,72,180
251660,2015,90,206
251660,2016,105,188
251660,2017,76,188
251660,2018,82,205
251660,2019,70,161
251670,2012,108,244
251670,2013,90,198
251670,2014,81,214
251670,2015,97,251
251670,2016,92,208
251670,2017,91,229
251670,2018,95,229
251670,2019,88,240
251675,2012,17,59
251675,2013,13,42
251675,2014,15,49
251675,2015,13,41
251675,2016,19,42
251675,2017,9,37
251675,2018,14,39
251675,2019,19,38
251680,2012,39,116
251680,2013,61,108
251680,2014,61,116
251680,2015,49,102
251680,2016,48,85
251680,2017,46,116
251680,2018,33,88
251680,2019,54,117
251690,2012,55,182
251690,2013,64,186
251690,2014,68,181
251690,2015,76,177
251690,2016,70,170
251690,2017,64,172
251690,2018,67,187
251690,2019,66,161
251700,2012,40,120
251700,2013,34,120
251700,2014,53,146
251700,2015,40,118
251700,2016,36,117
251700,2017,37,97
251700,2018,57,138
251700,2019,37,111
251710,2012,20,36
251710,2013,19,35
251710,2014,14,35
251710,2015,11,34
251710,2016,16,29
251710,2017,13,25
251710,2018,16,37
251710,2019,7,18
251720,2012,6,46
251720,2013,13,45
251720,2014,12,49
251720,2015,13,58
251720,2016,10,59
251720,2017,22,52
251720,2018,17,42
251720,2019,20,51
251740,2012,8,45
251740,2013,16,40
251740,2014,18,43
251740,2015,13,37
251740,2016,11,32
251740,2017,11,34
251740,2018,14,34
251740,2019,13,34
260000,2012,1,1
260000,2013,1,2
260000,2014,0,1
260000,2015,2,2
260000,2016,1,6
260000,2017,13,26
260000,2018,11,32
260000,2019,8,13
260005,2012,665,1393
260005,2013,747,1532
260005,2014,707,1526
260005,2015,751,1628
260005,2016,660,1487
260005,2017,644,1519
260005,2018,618,1490
260005,2019,555,1352
260010,2012,177,669
260010,2013,177,638
260010,2014,274,653
260010,2015,251,666
260010,2016,251,580
260010,2017,239,522
260010,2018,254,623
260010,2019,267,586
260020,2012,96,295
260020,2013,105,297
260020,2014,124,305
260020,2015,109,269
260020,2016,114,284
260020,2017,89,260
260020,2018,104,268
260020,2019,97,254
260030,2012,137,337
260030,2013,160,362
260030,2014,157,356
260030,2015,177,357
260030,2016,136,323
260030,2017,147,338
260030,2018,148,351
260030,2019,130,325
260040,2012,255,611
260040,2013,211,491
260040,2014,228,551
260040,2015,231,546
260040,2016,218,491
260040,2017,184,486
260040,2018,185,451
260040,2019,138,425
260050,2012,284,831
260050,2013,296,794
260050,2014,292,765
260050,2015,252,774
260050,2016,223,672
260050,2017,259,719
260050,2018,298,780
260050,2019,280,768
260060,2012,63,177
260060,2013,77,180
260060,2014,66,174
260060,2015,79,179
260060,2016,84,191
260060,2017,83,185
260060,2018,89,199
260060,2019,75,190
260070,2012,235,555
260070,2013,260,538
260070,2014,267,611
260070,2015,232,570
260070,2016,190,457
260070,2017,218,525
260070,2018,256,532
260070,2019,209,520
260080,2012,101,230
260080,2013,121,269
260080,2014,107,239
260080,2015,100,254
260080,2016,97,235
260080,2017,135,278
260080,2018,108,245
260080,2019,100,247
260090,2012,163,356
260090,2013,155,340
260090,2014,142,337
260090,2015,143,339
260090,2016,121,312
260090,2017,135,304
260090,2018,129,294
260090,2019,104,261
260100,2012,57,160
260100,2013,67,163
260100,2014,67,157
260100,2015,65,164
260100,2016,70,144
260100,2017,52,129
260100,2018,67,150
260100,2019,59,143
260105,2012,122,329
260105,2013,186,356
260105,2014,151,314
260105,2015,144,342
260105,2016,123,289
260105,2017,128,303
260105,2018,120,299
260105,2019,112,318
260110,2012,743,1695
260110,2013,628,1516
260110,2014,675,1592
260110,2015,697,1625
260110,2016,660,1497
260110,2017,654,1501
260110,2018,674,1639
260110,2019,650,1632
260120,2012,462,1051
260120,2013,489,1153
260120,2014,477,1159
260120,2015,449,1110
260120,2016,443,1017
260120,2017,508,1158
260120,2018,515,1161
260120,2019,504,1177
260130,2012,70,181
260130,2013,80,180
260130,2014,80,167
260130,2015,81,186
260130,2016,69,148
260130,2017,81,174
260130,2018,78,182
260130,2019,84,198
260140,2012,306,765
260140,2013,330,867
260140,2014,327,852
260140,2015,300,779
260140,2016,326,721
260140,2017,291,702
260140,2018,265,710
260140,2019,228,661
260150,2012,63,150
260150,2013,55,140
260150,2014,74,152
260150,2015,70,169
260150,2016,69,148
260150,2017,51,124
260150,2018,53,158
260150,2019,47,151
260160,2012,135,383
260160,2013,127,330
260160,2014,132,355
260160,2015,117,314
260160,2016,125,338
260160,2017,130,310
260160,2018,133,316
260160,2019,114,304
260170,2012,563,1234
260170,2013,555,1181
260170,2014,552,1192
260170,2015,505,1063
260170,2016,472,1045
260170,2017,499,1158
260170,2018,553,1254
260170,2019,468,1229
260180,2012,59,233
260180,2013,54,188
260180,2014,72,189
260180,2015,51,177
260180,2016,60,151
260180,2017,62,185
260180,2018,77,196
260180,2019,66,152
260190,2012,344,733
260190,2013,381,762
260190,2014,380,762
260190,2015,373,787
260190,2016,313,677
260190,2017,337,765
260190,2018,341,783
260190,2019,305,771
260200,2012,195,586
260200,2013,242,531
260200,2014,212,501
260200,2015,232,545
260200,2016,237,551
260200,2017,231,486
260200,2018,255,578
260200,2019,226,520
260210,2012,259,648
260210,2013,305,683
260210,2014,276,667
260210,2015,277,652
260210,2016,240,564
260210,2017,242,563
260210,2018,191,505
260210,2019,144,412
260220,2012,220,487
260220,2013,230,474
260220,2014,227,479
260220,2015,224,496
260220,2016,209,392
260220,2017,241,482
260220,2018,208,452
260220,2019,207,455
260230,2012,228,580
260230,2013,249,607
260230,2014,263,611
260230,2015,232,602
260230,2016,248,601
260230,2017,227,627
260230,2018,245,618
260230,2019,212,595
260240,2012,78,190
260240,2013,73,178
260240,2014,79,179
260240,2015,84,203
260240,2016,73,161
260240,2017,66,176
260240,2018,60,160
260240,2019,66,171
260250,2012,41,120
260250,2013,59,125
260250,2014,50,112
260250,2015,38,90
260250,2016,31,82
260250,2017,36,83
260250,2018,55,112
260250,2019,49,112
260260,2012,350,789
260260,2013,350,744
260260,2014,297,702
260260,2015,270,672
260260,2016,276,607
260260,2017,300,676
260260,2018,341,735
260260,2019,303,755
260270,2012,75,182
260270,2013,104,189
260270,2014,82,185
260270,2015,111,215
260270,2016,84,175
260270,2017,75,174
260270,2018,106,198
260270,2019,83,187
260280,2012,310,964
260280,2013,270,852
260280,2014,302,879
260280,2015,341,903
260280,2016,282,834
260280,2017,312,858
260280,2018,370,890
260280,2019,296,850
260290,2012,1771,3651
260290,2013,1680,3419
260290,2014,1641,3158
260290,2015,1575,3313
260290,2016,1187,3024
260290,2017,1223,3091
260290,2018,1406,3128
260290,2019,1330,2952
260300,2012,146,550
260300,2013,181,522
260300,2014,229,569
260300,2015,247,584
260300,2016,218,512
260300,2017,226,531
260300,2018,227,546
260300,2019,196,509
260310,2012,94,242
260310,2013,123,272
260310,2014,91,233
260310,2015,131,293
260310,2016,121,229
260310,2017,135,270
260310,2018,128,294
260310,2019,134,312
260320,2012,160,460
260320,2013,160,396
260320,2014,168,411
260320,2015,175,445
260320,2016,176,381
260320,2017,175,446
260320,2018,161,414
260320,2019,163,437
260330,2012,66,153
260330,2013,53,139
260330,2014,64,142
260330,2015,60,127
260330,2016,57,147
260330,2017,66,136
260330,2018,57,130
260330,2019,45,129
260340,2012,61,122
260340,2013,38,104
260340,2014,26,83
260340,2015,40,97
260340,2016,37,89
260340,2017,50,107
260340,2018,32,71
260340,2019,37,77
260345,2012,1141,2335
260345,2013,1185,2358
260345,2014,1180,2482
260345,2015,1142,2484
260345,2016,1035,2279
260345,2017,1013,2237
260345,2018,961,2191
260345,2019,916,2146
260350,2012,91,210
260350,2013,104,240
260350,2014,95,201
260350,2015,85,196
260350,2016,98,224
260350,2017,114,226
260350,2018,96,189
260350,2019,102,248
260360,2012,53,122
260360,2013,47,102
260360,2014,58,131
260360,2015,52,108
260360,2016,49,106
260360,2017,53,113
260360,2018,52,133
260360,2019,33,121
260370,2012,161,359
260370,2013,184,400
260370,2014,162,370
260370,2015,168,386
260370,2016,136,346
260370,2017,143,360
260370,2018,142,351
260370,2019,116,331
260380,2012,119,300
260380,2013,133,302
260380,2014,133,289
260380,2015,96,278
260380,2016,111,287
260380,2017,94,234
260380,2018,101,244
260380,2019,95,275
260390,2012,101,274
260390,2013,83,267
260390,2014,139,284
260390,2015,140,294
260390,2016,115,257
260390,2017,123,269
260390,2018,116,260
260390,2019,120,286
260392,2012,103,301
260392,2013,91,292
260392,2014,115,305
260392,2015,107,291
260392,2016,85,279
260392,2017,105,267
260392,2018,99,278
260392,2019,80,249
260400,2012,514,1098
260400,2013,540,1103
260400,2014,509,1103
260400,2015,535,1174
260400,2016,457,949
260400,2017,515,1081
260400,2018,444,1007
260400,2019,440,1018
260410,2012,2675,5575
260410,2013,2714,5711
260410,2014,2706,5738
260410,2015,2738,5871
260410,2016,2380,5085
260410,2017,2594,5678
260410,2018,2678,5962
260410,2019,2659,6031
260415,2012,85,178
260415,2013,101,197
260415,2014,71,166
260415,2015,79,186
260415,2016,67,141
260415,2017,77,167
260415,2018,99,213
260415,2019,83,177
260420,2012,201,576
260420,2013,258,588
260420,2014,222,593
260420,2015,216,559
260420,2016,235,549
260420,2017,234,566
260420,2018,234,526
260420,2019,191,462
260430,2012,83,186
260430,2013,74,176
260430,2014,54,155
260430,2015,88,189
260430,2016,80,166
260430,2017,54,141
260430,2018,77,169
260430,2019,70,165
260440,2012,98,207
260440,2013,97,223
260440,2014,88,216
260440,2015,96,233
260440,2016,88,212
260440,2017,87,225
260440,2018,83,196
260440,2019,95,243
260450,2012,134,316
260450,2013,128,292
260450,2014,146,326
260450,2015,168,337
260450,2016,132,285
260450,2017,124,300
260450,2018,129,341
260450,2019,137,307
260460,2012,165,422
260460,2013,153,376
260460,2014,163,374
260460,2015,200,438
260460,2016,177,385
260460,2017,133,340
260460,2018,151,373
260460,2019,146,370
260470,2012,99,230
260470,2013,90,224
260470,2014,100,216
260470,2015,131,270
260470,2016,77,220
260470,2017,100,245
260470,2018,109,240
260470,2019,78,221
260480,2012,102,232
260480,2013,86,220
260480,2014,84,217
260480,2015,104,239
260480,2016,72,196
260480,2017,77,193
260480,2018,68,196
260480,2019,73,160
260490,2012,96,229
260490,2013,94,209
260490,2014,94,197
260490,2015,101,184
260490,2016,57,143
260490,2017,69,153
260490,2018,75,167
260490,2019,75,183
260500,2012,196,415
260500,2013,148,344
260500,2014,170,395
260500,2015,190,393
260500,2016,162,354
260500,2017,193,383
260500,2018,160,339
260500,2019,128,320
260510,2012,64,594
260510,2013,275,616
260510,2014,229,533
260510,2015,235,575
260510,2016,224,468
260510,2017,239,517
260510,2018,219,529
260510,2019,192,461
260515,2012,87,261
260515,2013,80,285
260515,2014,96,243
260515,2015,110,250
260515,2016,95,223
260515,2017,100,247
260515,2018,105,252
260515,2019,87,250
260520,2012,402,1204
260520,2013,497,1548
260520,2014,512,1578
260520,2015,484,1147
260520,2016,389,1015
260520,2017,347,981
260520,2018,328,910
260520,2019,354,870
260530,2012,208,550
260530,2013,216,521
260530,2014,212,506
260530,2015,220,504
260530,2016,194,434
260530,2017,218,467
260530,2018,226,532
260530,2019,242,511
260540,2012,119,295
260540,2013,124,288
260540,2014,131,297
260540,2015,142,341
260540,2016,134,304
260540,2017,143,335
260540,2018,141,319
260540,2019,131,316
260545,2012,11,20
260545,2013,6,16
260545,2014,13,22
260545,2015,10,19
260545,2016,14,26
260545,2017,13,23
260545,2018,12,24
260545,2019,7,32
260550,2012,76,191
260550,2013,66,151
260550,2014,61,118
260550,2015,68,147
260550,2016,75,163
260550,2017,68,147
260550,2018,38,124
260550,2019,62,149
260560,2012,113,308
260560,2013,95,264
260560,2014,116,262
260560,2015,105,275
260560,2016,93,227
260560,2017,121,262
260560,2018,98,234
260560,2019,111,269
260570,2012,227,506
260570,2013,219,480
260570,2014,189,461
260570,2015,205,471
260570,2016,200,430
260570,2017,184,456
260570,2018,216,515
260570,2019,215,485
260580,2012,86,177
260580,2013,60,143
260580,2014,60,142
260580,2015,61,143
260580,2016,62,133
260580,2017,75,140
260580,2018,78,166
260580,2019,78,157
260590,2012,150,384
260590,2013,180,420
260590,2014,156,373
260590,2015,164,401
260590,2016,146,362
260590,2017,144,357
260590,2018,137,312
260590,2019,91,267
260600,2012,1126,2344
260600,2013,1100,2355
260600,2014,1014,2360
260600,2015,1140,2489
260600,2016,992,2179
260600,2017,1006,2248
260600,2018,983,2313
260600,2019,960,2268
260610,2012,203,432
260610,2013,202,394
260610,2014,192,381
260610,2015,201,424
260610,2016,157,356
260610,2017,204,444
260610,2018,170,415
260610,2019,142,364
260620,2012,566,1238
260620,2013,521,1237
260620,2014,597,1308
260620,2015,559,1263
260620,2016,446,1151
260620,2017,480,1183
260620,2018,457,1216
260620,2019,443,1146
260630,2012,44,114
260630,2013,37,92
260630,2014,49,116
260630,2015,47,103
260630,2016,47,109
260630,2017,41,95
260630,2018,65,126
260630,2019,45,108
260640,2012,539,1180
260640,2013,541,1133
260640,2014,614,1266
260640,2015,561,1159
260640,2016,486,1060
260640,2017,470,1046
260640,2018,502,1140
260640,2019,473,1137
260650,2012,102,296
260650,2013,124,303
260650,2014,120,302
260650,2015,105,313
260650,2016,107,249
260650,2017,108,278
260650,2018,140,324
260650,2019,108,270
260660,2012,197,519
260660,2013,164,432
260660,2014,185,473
260660,2015,205,468
260660,2016,159,423
260660,2017,204,484
260660,2018,186,456
260660,2019,184,441
260670,2012,41,91
260670,2013,40,102
260670,2014,38,95
260670,2015,45,89
260670,2016,33,82
260670,2017,40,96
260670,2018,45,99
260670,2019,37,102
260680,2012,722,1514
260680,2013,791,1635
260680,2014,761,1684
260680,2015,801,1734
260680,2016,713,1563
260680,2017,691,1544
260680,2018,728,1631
260680,2019,652,1569
260690,2012,42,155
260690,2013,30,145
260690,2014,71,165
260690,2015,71,171
260690,2016,50,132
260690,2017,65,150
260690,2018,49,130
260690,2019,46,129
260700,2012,115,342
260700,2013,112,352
260700,2014,116,334
260700,2015,101,282
260700,2016,126,336
260700,2017,126,331
260700,2018,140,380
260700,2019,122,330
260710,2012,19,69
260710,2013,11,50
260710,2014,22,58
260710,2015,25,56
260710,2016,29,65
260710,2017,23,54
260710,2018,31,65
260710,2019,27,74
260720,2012,779,1632
260720,2013,765,1599
260720,2014,799,1576
260720,2015,809,1697
260720,2016,673,1562
260720,2017,786,1743
260720,2018,831,1800
260720,2019,777,1731
260730,2012,244,647
260730,2013,197,514
260730,2014,190,509
260730,2015,190,533
260730,2016,222,563
260730,2017,183,490
260730,2018,205,503
260730,2019,219,542
260740,2012,31,72
260740,2013,34,89
260740,2014,33,81
260740,2015,21,77
260740,2016,31,80
260740,2017,20,77
260740,2018,33,72
260740,2019,22,68
260750,2012,136,409
260750,2013,134,357
260750,2014,143,352
260750,2015,143,373
260750,2016,137,325
260750,2017,138,340
260750,2018,154,401
260750,2019,151,359
260760,2012,125,314
260760,2013,125,326
260760,2014,127,297
260760,2015,149,339
260760,2016,127,317
260760,2017,126,331
260760,2018,131,328
260760,2019,107,331
260765,2012,207,538
260765,2013,160,435
260765,2014,163,472
260765,2015,220,501
260765,2016,157,437
260765,2017,143,409
260765,2018,177,437
260765,2019,154,378
260770,2012,31,220
260770,2013,56,194
260770,2014,98,201
260770,2015,95,193
260770,2016,89,187
260770,2017,75,167
260770,2018,84,202
260770,2019,69,177
260775,2012,178,357
260775,2013,163,360
260775,2014,178,363
260775,2015,199,441
260775,2016,159,366
260775,2017,148,324
260775,2018,183,375
260775,2019,138,364
260780,2012,116,269
260780,2013,106,249
260780,2014,107,258
260780,2015,124,289
260780,2016,81,209
260780,2017,120,242
260780,2018,89,242
260780,2019,91,231
260790,2012,4511,9380
260790,2013,4768,9711
260790,2014,4809,9819
260790,2015,4875,10051
260790,2016,4158,8880
260790,2017,4256,9591
260790,2018,4232,9688
260790,2019,4008,9235
260795,2012,80,184
260795,2013,62,169
260795,2014,89,210
260795,2015,71,188
260795,2016,87,238
260795,2017,78,193
260795,2018,73,180
260795,2019,58,161
260800,2012,135,292
260800,2013,107,279
260800,2014,131,287
260800,2015,125,294
260800,2016,100,217
260800,2017,101,242
260800,2018,104,235
260800,2019,107,250
260805,2012,99,259
260805,2013,95,234
260805,2014,75,242
260805,2015,82,219
260805,2016,90,213
260805,2017,77,223
260805,2018,60,198
260805,2019,78,212
260810,2012,155,374
260810,2013,178,375
260810,2014,184,359
260810,2015,187,378
260810,2016,132,306
260810,2017,166,353
260810,2018,177,373
260810,2019,154,321
260820,2012,99,282
260820,2013,104,265
260820,2014,105,247
260820,2015,141,331
260820,2016,103,266
260820,2017,119,281
260820,2018,84,208
260820,2019,77,202
260825,2012,67,164
260825,2013,70,170
260825,2014,77,192
260825,2015,82,211
260825,2016,77,182
260825,2017,71,174
260825,2018,67,175
260825,2019,91,199
260830,2012,110,268
260830,2013,118,274
260830,2014,116,299
260830,2015,153,320
260830,2016,99,246
260830,2017,102,279
260830,2018,120,302
260830,2019,96,277
260840,2012,70,233
260840,2013,80,222
260840,2014,84,194
260840,2015,90,203
260840,2016,80,215
260840,2017,79,217
260840,2018,96,243
260840,2019,81,209
260845,2012,91,244
260845,2013,105,240
260845,2014,110,237
260845,2015,106,254
260845,2016,101,216
260845,2017,107,233
260845,2018,95,251
260845,2019,96,232
260850,2012,162,388
260850,2013,165,372
260850,2014,172,395
260850,2015,160,374
260850,2016,139,334
260850,2017,163,347
260850,2018,114,316
260850,2019,121,308
260860,2012,70,186
260860,2013,88,172
260860,2014,60,159
260860,2015,88,209
260860,2016,71,160
260860,2017,68,193
260860,2018,75,186
260860,2019,76,172
260870,2012,73,181
260870,2013,102,216
260870,2014,87,192
260870,2015,85,220
260870,2016,74,176
260870,2017,70,191
260870,2018,89,216
260870,2019,81,200
260875,2012,143,410
260875,2013,127,381
260875,2014,129,379
260875,2015,152,387
260875,2016,139,357
260875,2017,145,370
260875,2018,176,397
260875,2019,142,387
260880,2012,236,639
260880,2013,219,669
260880,2014,314,706
260880,2015,290,710
260880,2016,266,642
260880,2017,267,638
260880,2018,245,685
260880,2019,254,652
260890,2012,388,847
260890,2013,364,795
260890,2014,391,810
260890,2015,393,830
260890,2016,355,741
260890,2017,376,781
260890,2018,367,769
260890,2019,338,743
260900,2012,160,374
260900,2013,190,393
260900,2014,179,387
260900,2015,197,407
260900,2016,179,364
260900,2017,171,382
260900,2018,191,393
260900,2019,166,360
260910,2012,75,185
260910,2013,75,173
260910,2014,86,189
260910,2015,80,204
260910,2016,71,177
260910,2017,100,212
260910,2018,84,196
260910,2019,93,205
260915,2012,96,321
260915,2013,95,275
260915,2014,92,238
260915,2015,124,278
260915,2016,97,253
260915,2017,93,248
260915,2018,125,284
260915,2019,116,270
260920,2012,103,258
260920,2013,88,220
260920,2014,100,231
260920,2015,74,209
260920,2016,65,175
260920,2017,99,240
260920,2018,95,247
260920,2019,61,223
260930,2012,126,295
260930,2013,117,290
260930,2014,92,238
260930,2015,103,261
260930,2016,90,252
260930,2017,97,246
260930,2018,95,256
260930,2019,84,260
260940,2012,403,829
260940,2013,401,815
260940,2014,416,833
260940,2015,403,818
260940,2016,335,733
260940,2017,348,758
260940,2018,368,788
260940,2019,343,764
260950,2012,203,454
260950,2013,208,456
260950,2014,239,482
260950,2015,230,469
260950,2016,200,433
260950,2017,209,434
260950,2018,197,425
260950,2019,178,403
260960,2012,2876,6005
260960,2013,2928,6019
260960,2014,2892,6048
260960,2015,2826,6157
260960,2016,2494,5612
260960,2017,2535,5671
260960,2018,2441,5493
260960,2019,2205,5258
260970,2012,129,284
260970,2013,128,289
260970,2014,135,300
260970,2015,121,256
260970,2016,119,253
260970,2017,114,263
260970,2018,126,293
260970,2019,122,265
260980,2012,88,255
260980,2013,106,276
260980,2014,125,304
260980,2015,109,290
260980,2016,119,279
260980,2017,117,282
260980,2018,97,240
260980,2019,103,288
260990,2012,484,1134
260990,2013,503,1127
260990,2014,530,1227
260990,2015,493,1186
260990,2016,457,1059
260990,2017,478,1086
260990,2018,478,1123
260990,2019,467,1108
261000,2012,536,1172
261000,2013,494,1165
261000,2014,602,1757
261000,2015,627,1842
261000,2016,522,1339
261000,2017,449,1130
261000,2018,454,1033
261000,2019,400,1074
261010,2012,60,145
261010,2013,45,123
261010,2014,46,110
261010,2015,43,110
261010,2016,47,110
261010,2017,49,119
261010,2018,37,104
261010,2019,30,101
261020,2012,155,386
261020,2013,161,370
261020,2014,136,339
261020,2015,156,404
261020,2016,141,379
261020,2017,133,360
261020,2018,151,369
261020,2019,119,324
261030,2012,92,229
261030,2013,91,203
261030,2014,77,200
261030,2015,80,211
261030,2016,97,234
261030,2017,70,215
261030,2018,107,240
261030,2019,81,201
261040,2012,161,384
261040,2013,119,305
261040,2014,138,296
261040,2015,124,314
261040,2016,150,335
261040,2017,113,266
261040,2018,112,308
261040,2019,119,304
261050,2012,200,452
261050,2013,219,441
261050,2014,200,411
261050,2015,163,392
261050,2016,165,358
261050,2017,200,386
261050,2018,177,394
261050,2019,160,376
261060,2012,377,877
261060,2013,370,859
261060,2014,397,914
261060,2015,383,865
261060,2016,342,797
261060,2017,364,812
261060,2018,371,862
261060,2019,342,825
261070,2012,1981,4021
261070,2013,1956,4134
261070,2014,2069,4303
261070,2015,2113,4310
261070,2016,1840,3976
261070,2017,1859,4123
261070,2018,1827,4139
261070,2019,1659,3930
261080,2012,132,338
261080,2013,127,326
261080,2014,116,290
261080,2015,132,327
261080,2016,89,236
261080,2017,152,350
261080,2018,127,304
261080,2019,121,329
261090,2012,430,1033
261090,2013,410,981
261090,2014,423,1007
261090,2015,413,1044
261090,2016,380,904
261090,2017,399,977
261090,2018,378,939
261090,2019,356,931
261100,2012,287,705
261100,2013,307,719
261100,2014,311,693
261100,2015,267,704
261100,2016,265,669
261100,2017,244,642
261100,2018,274,714
261100,2019,273,702
261110,2012,2380,5758
261110,2013,2457,6025
261110,2014,2603,6416
261110,2015,2733,6592
261110,2016,2629,6242
261110,2017,2617,6210
261110,2018,2679,6578
261110,2019,2575,6420
261120,2012,79,183
261120,2013,68,168
261120,2014,67,163
261120,2015,84,184
261120,2016,56,143
261120,2017,64,137
261120,2018,65,158
261120,2019,67,139
261130,2012,201,375
261130,2013,193,417
261130,2014,191,390
261130,2015,173,379
261130,2016,183,357
261130,2017,170,392
261130,2018,158,401
261130,2019,149,411
261140,2012,63,195
261140,2013,65,191
261140,2014,96,201
261140,2015,92,189
261140,2016,70,173
261140,2017,55,147
261140,2018,64,150
261140,2019,69,174
261150,2012,118,296
261150,2013,144,342
261150,2014,142,346
261150,2015,144,338
261150,2016,144,335
261150,2017,118,284
261150,2018,130,294
261150,2019,97,280
261153,2012,28,99
261153,2013,28,95
261153,2014,42,99
261153,2015,29,86
261153,2016,38,91
261153,2017,36,87
261153,2018,40,106
261153,2019,42,105
261160,2012,11360,22633
261160,2013,11605,23176
261160,2014,11664,23506
261160,2015,11366,23664
261160,2016,9984,21413
261160,2017,10633,22817
261160,2018,10082,22212
261160,2019,9379,21132
261170,2012,133,262
261170,2013,97,277
261170,2014,145,346
261170,2015,143,293
261170,2016,118,250
261170,2017,133,314
261170,2018,173,374
261170,2019,139,310
261180,2012,221,630
261180,2013,300,786
261180,2014,319,884
261180,2015,241,619
261180,2016,211,514
261180,2017,189,443
261180,2018,195,471
261180,2019,178,474
261190,2012,154,378
261190,2013,160,415
261190,2014,136,395
261190,2015,137,354
261190,2016,150,345
261190,2017,116,336
261190,2018,143,373
261190,2019,132,327
261200,2012,53,118
261200,2013,62,135
261200,2014,58,115
261200,2015,78,142
261200,2016,63,124
261200,2017,59,115
261200,2018,54,110
261200,2019,55,127
261210,2012,43,97
261210,2013,37,91
261210,2014,31,68
261210,2015,33,72
261210,2016,35,78
261210,2017,25,67
261210,2018,26,64
261210,2019,22,67
261220,2012,462,1110
261220,2013,415,1035
261220,2014,429,1055
261220,2015,483,1125
261220,2016,438,991
261220,2017,412,987
261220,2018,409,1009
261220,2019,397,1042
261230,2012,116,251
261230,2013,83,213
261230,2014,92,250
261230,2015,96,233
261230,2016,101,236
261230,2017,82,220
261230,2018,89,231
261230,2019,68,189
261240,2012,116,294
261240,2013,113,314
261240,2014,136,307
261240,2015,110,334
261240,2016,106,271
261240,2017,111,285
261240,2018,108,269
261240,2019,108,285
261245,2012,104,270
261245,2013,98,231
261245,2014,134,264
261245,2015,142,303
261245,2016,97,224
261245,2017,115,240
261245,2018,100,228
261245,2019,91,250
261247,2012,61,192
261247,2013,60,176
261247,2014,87,182
261247,2015,82,171
261247,2016,68,181
261247,2017,86,189
261247,2018,56,186
261247,2019,85,204
261250,2012,632,1350
261250,2013,637,1405
261250,2014,644,1399
261250,2015,627,1453
261250,2016,568,1225
261250,2017,578,1364
261250,2018,633,1512
261250,2019,579,1355
261255,2012,87,217
261255,2013,70,175
261255,2014,85,185
261255,2015,90,191
261255,2016,80,192
261255,2017,71,167
261255,2018,98,203
261255,2019,81,197
261260,2012,232,737
261260,2013,159,696
261260,2014,331,809
261260,2015,283,731
261260,2016,309,747
261260,2017,301,685
261260,2018,273,723
261260,2019,262,710
261270,2012,84,186
261270,2013,85,209
261270,2014,82,168
261270,2015,86,187
261270,2016,94,205
261270,2017,87,204
261270,2018,84,204
261270,2019,92,215
261280,2012,43,159
261280,2013,41,152
261280,2014,67,159
261280,2015,59,174
261280,2016,60,140
261280,2017,72,164
261280,2018,60,154
261280,2019,55,140
261290,2012,68,162
261290,2013,71,190
261290,2014,66,151
261290,2015,67,161
261290,2016,61,159
261290,2017,64,174
261290,2018,67,138
261290,2019,59,144
261300,2012,324,798
261300,2013,243,762
261300,2014,209,803
261300,2015,227,741
261300,2016,216,627
261300,2017,284,710
261300,2018,231,760
261300,2019,294,746
261310,2012,265,554
261310,2013,252,544
261310,2014,242,483
261310,2015,257,568
261310,2016,217,513
261310,2017,242,548
261310,2018,233,527
261310,2019,228,594
261320,2012,161,342
261320,2013,168,355
261320,2014,134,333
261320,2015,130,322
261320,2016,147,350
261320,2017,134,308
261320,2018,143,358
261320,2019,148,354
261330,2012,136,335
261330,2013,140,343
261330,2014,145,356
261330,2015,154,359
261330,2016,120,327
261330,2017,141,307
261330,2018,141,350
261330,2019,114,275
261340,2012,137,340
261340,2013,157,342
261340,2014,129,381
261340,2015,138,328
261340,2016,141,356
261340,2017,121,336
261340,2018,128,330
261340,2019,118,302
261350,2012,222,534
261350,2013,236,556
261350,2014,230,578
261350,2015,229,560
261350,2016,191,468
261350,2017,172,443
261350,2018,215,554
261350,2019,219,513
261360,2012,170,443
261360,2013,170,404
261360,2014,220,458
261360,2015,197,421
261360,2016,196,434
261360,2017,216,459
261360,2018,205,454
261360,2019,146,416
261370,2012,753,1579
261370,2013,789,1699
261370,2014,840,1755
261370,2015,788,1803
261370,2016,728,1695
261370,2017,667,1600
261370,2018,624,1563
261370,2019,633,1571
261380,2012,93,243
261380,2013,108,235
261380,2014,100,242
261380,2015,123,260
261380,2016,138,282
261380,2017,124,266
261380,2018,154,303
261380,2019,120,261
261390,2012,591,1450
